date,geoRegion,vaccine,entries,type_variant,pop,sumTotal,per100Persons,per100Persons_mean7d,per100PersonsTotal,mean7d,type,version,granularity
2020-12-22,AG,moderna,0,vaccine,685845,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2020-12-23,AG,moderna,0,vaccine,685845,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2020-12-24,AG,moderna,0,vaccine,685845,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2020-12-25,AG,moderna,0,vaccine,685845,0,0,0,0,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2020-12-26,AG,moderna,0,vaccine,685845,0,0,0,0,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2020-12-27,AG,moderna,0,vaccine,685845,0,0,0,0,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2020-12-28,AG,moderna,0,vaccine,685845,0,0,0,0,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2020-12-29,AG,moderna,0,vaccine,685845,0,0,0,0,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2020-12-30,AG,moderna,0,vaccine,685845,0,0,0,0,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2020-12-31,AG,moderna,0,vaccine,685845,0,0,0,0,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-01,AG,moderna,0,vaccine,685845,0,0,0,0,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-02,AG,moderna,0,vaccine,685845,0,0,0,0,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-03,AG,moderna,0,vaccine,685845,0,0,0,0,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-04,AG,moderna,0,vaccine,685845,0,0,0,0,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-05,AG,moderna,0,vaccine,685845,0,0,0,0,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-06,AG,moderna,0,vaccine,685845,0,0,0,0,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-07,AG,moderna,0,vaccine,685845,0,0,0,0,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-08,AG,moderna,0,vaccine,685845,0,0,0,0,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-09,AG,moderna,0,vaccine,685845,0,0,0,0,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-10,AG,moderna,0,vaccine,685845,0,0,0,0,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-11,AG,moderna,0,vaccine,685845,0,0,0,0,5.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-12,AG,moderna,0,vaccine,685845,0,0,0,0,5.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-13,AG,moderna,0,vaccine,685845,0,0,0,0,5.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-14,AG,moderna,41,vaccine,685845,41,0.01,0,0.01,5.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-15,AG,moderna,0,vaccine,685845,41,0,0,0.01,7.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-16,AG,moderna,0,vaccine,685845,41,0,0,0.01,20.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-17,AG,moderna,0,vaccine,685845,41,0,0.01,0.01,90.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-18,AG,moderna,13,vaccine,685845,54,0,0.02,0.01,168.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-19,AG,moderna,92,vaccine,685845,146,0.01,0.03,0.02,185.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-20,AG,moderna,490,vaccine,685845,636,0.07,0.03,0.09,185.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-21,AG,moderna,583,vaccine,685845,1219,0.09,0.03,0.18,185.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-22,AG,moderna,119,vaccine,685845,1338,0.02,0.03,0.2,209.14,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-23,AG,moderna,0,vaccine,685845,1338,0,0.04,0.2,276.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-24,AG,moderna,0,vaccine,685845,1338,0,0.05,0.2,315,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-25,AG,moderna,180,vaccine,685845,1518,0.03,0.06,0.22,393,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-26,AG,moderna,565,vaccine,685845,2083,0.08,0.06,0.3,403,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-27,AG,moderna,758,vaccine,685845,2841,0.11,0.06,0.41,403,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-28,AG,moderna,1129,vaccine,685845,3970,0.16,0.06,0.58,403,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-29,AG,moderna,189,vaccine,685845,4159,0.03,0.06,0.61,433.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-30,AG,moderna,0,vaccine,685845,4159,0,0.07,0.61,498.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-31,AG,moderna,0,vaccine,685845,4159,0,0.08,0.61,575.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-01,AG,moderna,394,vaccine,685845,4553,0.06,0.08,0.66,523.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-02,AG,moderna,1020,vaccine,685845,5573,0.15,0.1,0.81,655.14,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-03,AG,moderna,1296,vaccine,685845,6869,0.19,0.1,1,655.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-04,AG,moderna,765,vaccine,685845,7634,0.11,0.1,1.11,655.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-05,AG,moderna,1111,vaccine,685845,8745,0.16,0.1,1.28,679.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-06,AG,moderna,4,vaccine,685845,8749,0,0.1,1.28,668.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-07,AG,moderna,0,vaccine,685845,8749,0,0.09,1.28,629.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-08,AG,moderna,562,vaccine,685845,9311,0.08,0.1,1.36,656.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-09,AG,moderna,941,vaccine,685845,10252,0.14,0.09,1.49,610.14,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-10,AG,moderna,1022,vaccine,685845,11274,0.15,0.09,1.64,609.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-11,AG,moderna,955,vaccine,685845,12229,0.14,0.09,1.78,609.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-12,AG,moderna,787,vaccine,685845,13016,0.11,0.09,1.9,621.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-13,AG,moderna,0,vaccine,685845,13016,0,0.08,1.9,577.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-14,AG,moderna,0,vaccine,685845,13016,0,0.08,1.9,570.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-15,AG,moderna,646,vaccine,685845,13662,0.09,0.09,1.99,597.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-16,AG,moderna,632,vaccine,685845,14294,0.09,0.08,2.08,554.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-17,AG,moderna,976,vaccine,685845,15270,0.14,0.09,2.23,598.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-18,AG,moderna,1143,vaccine,685845,16413,0.17,0.09,2.39,598.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-19,AG,moderna,485,vaccine,685845,16898,0.07,0.09,2.46,622.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-20,AG,moderna,308,vaccine,685845,17206,0.04,0.1,2.51,710.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-21,AG,moderna,0,vaccine,685845,17206,0,0.12,2.51,807.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-22,AG,moderna,813,vaccine,685845,18019,0.12,0.13,2.63,933.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-23,AG,moderna,1251,vaccine,685845,19270,0.18,0.16,2.81,1120.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-24,AG,moderna,1654,vaccine,685845,20924,0.24,0.16,3.05,1076.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-25,AG,moderna,2023,vaccine,685845,22947,0.29,0.16,3.35,1077,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-26,AG,moderna,1794,vaccine,685845,24741,0.26,0.17,3.61,1144,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-27,AG,moderna,3,vaccine,685845,24744,0,0.18,3.61,1237.14,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-28,AG,moderna,1,vaccine,685845,24745,0,0.19,3.61,1328,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-01,AG,moderna,1282,vaccine,685845,26027,0.19,0.19,3.79,1312.14,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-02,AG,moderna,1903,vaccine,685845,27930,0.28,0.2,4.07,1363.14,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-03,AG,moderna,2290,vaccine,685845,30220,0.33,0.2,4.41,1362.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-04,AG,moderna,1912,vaccine,685845,32132,0.28,0.2,4.69,1362.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-05,AG,moderna,2151,vaccine,685845,34283,0.31,0.2,5,1376.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-06,AG,moderna,0,vaccine,685845,34283,0,0.2,5,1366.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-07,AG,moderna,0,vaccine,685845,34283,0,0.19,5,1290.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-08,AG,moderna,1379,vaccine,685845,35662,0.2,0.18,5.2,1236.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-09,AG,moderna,1833,vaccine,685845,37495,0.27,0.16,5.47,1097.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-10,AG,moderna,1759,vaccine,685845,39254,0.26,0.16,5.72,1097.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-11,AG,moderna,1536,vaccine,685845,40790,0.22,0.16,5.95,1097.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-12,AG,moderna,1178,vaccine,685845,41968,0.17,0.15,6.12,1016,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-13,AG,moderna,0,vaccine,685845,41968,0,0.12,6.12,853.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-14,AG,moderna,0,vaccine,685845,41968,0,0.1,6.12,687.14,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-15,AG,moderna,806,vaccine,685845,42774,0.12,0.08,6.24,565.14,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-16,AG,moderna,695,vaccine,685845,43469,0.1,0.07,6.34,495.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-17,AG,moderna,595,vaccine,685845,44064,0.09,0.07,6.42,495.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-18,AG,moderna,682,vaccine,685845,44746,0.1,0.07,6.52,495.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-19,AG,moderna,689,vaccine,685845,45435,0.1,0.08,6.62,551.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-20,AG,moderna,0,vaccine,685845,45435,0,0.1,6.62,662.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-21,AG,moderna,0,vaccine,685845,45435,0,0.12,6.62,809,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-22,AG,moderna,1198,vaccine,685845,46633,0.17,0.14,6.8,956.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-23,AG,moderna,1476,vaccine,685845,48109,0.22,0.16,7.01,1108.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-24,AG,moderna,1618,vaccine,685845,49727,0.24,0.16,7.25,1108.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-25,AG,moderna,1713,vaccine,685845,51440,0.25,0.16,7.5,1108.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-26,AG,moderna,1757,vaccine,685845,53197,0.26,0.18,7.76,1203.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-27,AG,moderna,0,vaccine,685845,53197,0,0.18,7.76,1260.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-28,AG,moderna,0,vaccine,685845,53197,0,0.19,7.76,1294.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-29,AG,moderna,1860,vaccine,685845,55057,0.27,0.19,8.03,1317.14,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-30,AG,moderna,1877,vaccine,685845,56934,0.27,0.17,8.3,1140.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-31,AG,moderna,1857,vaccine,685845,58791,0.27,0.17,8.57,1140.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-04-01,AG,moderna,1869,vaccine,685845,60660,0.27,0.17,8.84,1140.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-04-02,AG,moderna,519,vaccine,685845,61179,0.08,0.14,8.92,978.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-04-03,AG,moderna,0,vaccine,685845,61179,0,0.16,8.92,1068.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-04-04,AG,moderna,0,vaccine,685845,61179,0,0.17,8.92,1172.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-04-05,AG,moderna,729,vaccine,685845,61908,0.11,0.19,9.03,1302.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-04-06,AG,moderna,2507,vaccine,685845,64415,0.37,0.24,9.39,1600.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-04-07,AG,moderna,2584,vaccine,685845,66999,0.38,0.24,9.77,1648.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-04-08,AG,moderna,2779,vaccine,685845,69778,0.41,0.24,10.17,1648.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-04-09,AG,moderna,2605,vaccine,685845,72383,0.38,0.28,10.55,1882.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-04-10,AG,moderna,336,vaccine,685845,72719,0.05,0.28,10.6,1874.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-04-11,AG,moderna,0,vaccine,685845,72719,0,0.27,10.6,1871.14,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-04-12,AG,moderna,2367,vaccine,685845,75086,0.35,0.28,10.95,1881.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-04-13,AG,moderna,2450,vaccine,685845,77536,0.36,0.27,11.31,1846.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-04-14,AG,moderna,2561,vaccine,685845,80097,0.37,0.26,11.68,1810.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-04-15,AG,moderna,2850,vaccine,685845,82947,0.42,0.26,12.09,1810.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-04-16,AG,moderna,2362,vaccine,685845,85309,0.34,0.28,12.44,1918.14,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-04-17,AG,moderna,83,vaccine,685845,85392,0.01,0.3,12.45,2053.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-04-18,AG,moderna,0,vaccine,685845,85392,0,0.31,12.45,2151.14,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-04-19,AG,moderna,3121,vaccine,685845,88513,0.46,0.33,12.91,2257,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-04-20,AG,moderna,3399,vaccine,685845,91912,0.5,0.35,13.4,2391.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-04-21,AG,moderna,3243,vaccine,685845,95155,0.47,0.35,13.87,2388.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-04-22,AG,moderna,3591,vaccine,685845,98746,0.52,0.35,14.4,2388.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-04-23,AG,moderna,3306,vaccine,685845,102052,0.48,0.33,14.88,2286.14,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-04-24,AG,moderna,61,vaccine,685845,102113,0.01,0.32,14.89,2173.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-04-25,AG,moderna,0,vaccine,685845,102113,0,0.31,14.89,2107.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-04-26,AG,moderna,2403,vaccine,685845,104516,0.35,0.29,15.24,1983,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-04-27,AG,moderna,2611,vaccine,685845,107127,0.38,0.27,15.62,1839,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-04-28,AG,moderna,2781,vaccine,685845,109908,0.41,0.27,16.03,1835.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-04-29,AG,moderna,2719,vaccine,685845,112627,0.4,0.27,16.42,1835.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-04-30,AG,moderna,2298,vaccine,685845,114925,0.34,0.29,16.76,1948.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-05-01,AG,moderna,36,vaccine,685845,114961,0.01,0.31,16.76,2099.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-05-02,AG,moderna,0,vaccine,685845,114961,0,0.33,16.76,2279.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-05-03,AG,moderna,3197,vaccine,685845,118158,0.47,0.37,17.23,2551.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-05-04,AG,moderna,3665,vaccine,685845,121823,0.53,0.41,17.76,2778.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-05-05,AG,moderna,4044,vaccine,685845,125867,0.59,0.42,18.35,2881.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-05-06,AG,moderna,4621,vaccine,685845,130488,0.67,0.42,19.03,2882,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-05-07,AG,moderna,3885,vaccine,685845,134373,0.57,0.43,19.59,2975.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-05-08,AG,moderna,760,vaccine,685845,135133,0.11,0.44,19.7,3044.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-05-09,AG,moderna,2,vaccine,685845,135135,0,0.46,19.7,3161.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-05-10,AG,moderna,3852,vaccine,685845,138987,0.56,0.38,20.27,2624,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-05-11,AG,moderna,4146,vaccine,685845,143133,0.6,0.38,20.87,2591.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-05-12,AG,moderna,4867,vaccine,685845,148000,0.71,0.37,21.58,2556,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-05-13,AG,moderna,856,vaccine,685845,148856,0.12,0.37,21.7,2555.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-05-14,AG,moderna,3656,vaccine,685845,152512,0.53,0.37,22.24,2548.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-05-15,AG,moderna,513,vaccine,685845,153025,0.07,0.38,22.31,2620.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-05-16,AG,moderna,0,vaccine,685845,153025,0,0.39,22.31,2672.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-05-17,AG,moderna,3804,vaccine,685845,156829,0.55,0.48,22.87,3317.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-05-18,AG,moderna,4649,vaccine,685845,161478,0.68,0.5,23.54,3427.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-05-19,AG,moderna,5231,vaccine,685845,166709,0.76,0.5,24.31,3458.14,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-05-20,AG,moderna,5370,vaccine,685845,172079,0.78,0.52,25.09,3543.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-05-21,AG,moderna,4428,vaccine,685845,176507,0.65,0.47,25.74,3227,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-05-22,AG,moderna,725,vaccine,685845,177232,0.11,0.48,25.84,3254.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-05-23,AG,moderna,600,vaccine,685845,177832,0.09,0.49,25.93,3359.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-05-24,AG,moderna,1586,vaccine,685845,179418,0.23,0.51,26.16,3471,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-05-25,AG,moderna,4842,vaccine,685845,184260,0.71,0.52,26.87,3554,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-05-26,AG,moderna,5964,vaccine,685845,190224,0.87,0.54,27.74,3721.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-05-27,AG,moderna,6152,vaccine,685845,196376,0.9,0.54,28.63,3727.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-05-28,AG,moderna,5009,vaccine,685845,201385,0.73,0.63,29.36,4347.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-05-29,AG,moderna,1899,vaccine,685845,203284,0.28,0.67,29.64,4565.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-05-30,AG,moderna,642,vaccine,685845,203926,0.09,0.68,29.73,4670.14,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-05-31,AG,moderna,5926,vaccine,685845,209852,0.86,0.68,30.6,4697.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-01,AG,moderna,6369,vaccine,685845,216221,0.93,0.7,31.53,4824.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-02,AG,moderna,6694,vaccine,685845,222915,0.98,0.73,32.5,4984.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-03,AG,moderna,6342,vaccine,685845,229257,0.92,0.75,33.43,5115.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-04,AG,moderna,5901,vaccine,685845,235158,0.86,0.75,34.29,5157.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-05,AG,moderna,3018,vaccine,685845,238176,0.44,0.75,34.73,5170.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-06,AG,moderna,1561,vaccine,685845,239737,0.23,0.75,34.95,5153.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-07,AG,moderna,6217,vaccine,685845,245954,0.91,0.75,35.86,5136.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-08,AG,moderna,6460,vaccine,685845,252414,0.94,0.75,36.8,5157.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-09,AG,moderna,6577,vaccine,685845,258991,0.96,0.77,37.76,5257.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-10,AG,moderna,6220,vaccine,685845,265211,0.91,0.77,38.67,5281,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-11,AG,moderna,6048,vaccine,685845,271259,0.88,0.77,39.55,5265.14,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-12,AG,moderna,3720,vaccine,685845,274979,0.54,0.77,40.09,5253,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-13,AG,moderna,1725,vaccine,685845,276704,0.25,0.77,40.34,5315.14,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-14,AG,moderna,6106,vaccine,685845,282810,0.89,0.79,41.24,5409.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-15,AG,moderna,6375,vaccine,685845,289185,0.93,0.78,42.16,5372.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-16,AG,moderna,7012,vaccine,685845,296197,1.02,0.76,43.19,5214.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-17,AG,moderna,6880,vaccine,685845,303077,1,0.75,44.19,5149,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-18,AG,moderna,5792,vaccine,685845,308869,0.84,0.72,45.03,4956.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-19,AG,moderna,2614,vaccine,685845,311483,0.38,0.69,45.42,4775.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-20,AG,moderna,1264,vaccine,685845,312747,0.18,0.67,45.6,4598.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-21,AG,moderna,4761,vaccine,685845,317508,0.69,0.65,46.29,4449.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-22,AG,moderna,5108,vaccine,685845,322616,0.74,0.63,47.04,4363.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-23,AG,moderna,5771,vaccine,685845,328387,0.84,0.61,47.88,4225.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-24,AG,moderna,5837,vaccine,685845,334224,0.85,0.59,48.73,4084.14,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-25,AG,moderna,5188,vaccine,685845,339412,0.76,0.63,49.49,4357.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-26,AG,moderna,1652,vaccine,685845,341064,0.24,0.64,49.73,4372.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
