date,geoRegion,vaccine,entries,type_variant,pop,sumTotal,per100Persons,per100Persons_mean7d,per100PersonsTotal,mean7d,type,version,granularity
2021-06-04,AI,pfizer_biontech,0,vaccine,16128,3838,0,0.12,23.8,18.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-05,AI,pfizer_biontech,0,vaccine,16128,3838,0,0.08,23.8,12.14,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-06,AI,pfizer_biontech,0,vaccine,16128,3838,0,0.14,23.8,22.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-07,AI,pfizer_biontech,0,vaccine,16128,3838,0,0.25,23.8,39.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-08,AI,pfizer_biontech,85,vaccine,16128,3923,0.53,0.25,24.32,39.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-09,AI,pfizer_biontech,72,vaccine,16128,3995,0.45,0.25,24.77,39.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-10,AI,pfizer_biontech,120,vaccine,16128,4115,0.74,0.25,25.51,39.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-11,AI,pfizer_biontech,0,vaccine,16128,4115,0,0.32,25.51,51.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-12,AI,pfizer_biontech,0,vaccine,16128,4115,0,0.28,25.51,44.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-13,AI,pfizer_biontech,0,vaccine,16128,4115,0,0.21,25.51,34.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-14,AI,pfizer_biontech,85,vaccine,16128,4200,0.53,0.11,26.04,17.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-15,AI,pfizer_biontech,36,vaccine,16128,4236,0.22,0.11,26.26,17.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-16,AI,pfizer_biontech,0,vaccine,16128,4236,0,0.11,26.26,17.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-17,AI,pfizer_biontech,0,vaccine,16128,4236,0,0.11,26.26,17.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-18,AI,pfizer_biontech,0,vaccine,16128,4236,0,0.03,26.26,5.14,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-19,AI,pfizer_biontech,0,vaccine,16128,4236,0,0.1,26.26,16.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-20,AI,pfizer_biontech,0,vaccine,16128,4236,0,0.2,26.26,31.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-21,AI,pfizer_biontech,0,vaccine,16128,4236,0,0.29,26.26,47.14,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-22,AI,pfizer_biontech,114,vaccine,16128,4350,0.71,0.38,26.97,61,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-23,AI,pfizer_biontech,108,vaccine,16128,4458,0.67,0.38,27.64,61,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-24,AI,pfizer_biontech,108,vaccine,16128,4566,0.67,0.38,28.31,61,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-25,AI,pfizer_biontech,97,vaccine,16128,4663,0.6,0.41,28.91,66.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-26,AI,pfizer_biontech,0,vaccine,16128,4663,0,0.42,28.91,67.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-27,AI,pfizer_biontech,0,vaccine,16128,4663,0,0.32,28.91,52,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-28,AI,pfizer_biontech,41,vaccine,16128,4704,0.25,0.23,29.17,36.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-29,AI,pfizer_biontech,118,vaccine,16128,4822,0.73,0.14,29.9,22.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-06-30,AI,pfizer_biontech,0,vaccine,16128,4822,0,0.14,29.9,22.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-07-01,AI,pfizer_biontech,0,vaccine,16128,4822,0,0.14,29.9,22.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-07-02,AI,pfizer_biontech,0,vaccine,16128,4822,0,0.1,29.9,16.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-07-03,AI,pfizer_biontech,0,vaccine,16128,4822,0,0,29.9,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-07-04,AI,pfizer_biontech,0,vaccine,16128,4822,0,0.02,29.9,2.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-07-05,AI,pfizer_biontech,0,vaccine,16128,4822,0,0.12,29.9,19.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-07-06,AI,pfizer_biontech,0,vaccine,16128,4822,0,0.12,29.9,19.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-07-07,AI,pfizer_biontech,18,vaccine,16128,4840,0.11,0.12,30.01,19.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-07-08,AI,pfizer_biontech,120,vaccine,16128,4960,0.74,0.12,30.75,19.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-07-09,AI,pfizer_biontech,0,vaccine,16128,4960,0,0.12,30.75,19.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-07-10,AI,pfizer_biontech,0,vaccine,16128,4960,0,0.12,30.75,19.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-07-11,AI,pfizer_biontech,0,vaccine,16128,4960,0,0.11,30.75,17.14,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-07-12,AI,pfizer_biontech,0,vaccine,16128,4960,0,0.02,30.75,2.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-07-13,AI,pfizer_biontech,0,vaccine,16128,4960,0,0.03,30.75,4.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-07-14,AI,pfizer_biontech,0,vaccine,16128,4960,0,0.03,30.75,4.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-07-15,AI,pfizer_biontech,18,vaccine,16128,4978,0.11,0.03,30.87,4.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-07-16,AI,pfizer_biontech,12,vaccine,16128,4990,0.07,0.03,30.94,4.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-07-17,AI,pfizer_biontech,0,vaccine,16128,4990,0,0.11,30.94,17.14,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-07-18,AI,pfizer_biontech,0,vaccine,16128,4990,0,0.11,30.94,17.14,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-07-19,AI,pfizer_biontech,0,vaccine,16128,4990,0,0.09,30.94,14.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-07-20,AI,pfizer_biontech,90,vaccine,16128,5080,0.56,0.08,31.5,12.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-07-21,AI,pfizer_biontech,0,vaccine,16128,5080,0,0.08,31.5,12.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-07-22,AI,pfizer_biontech,0,vaccine,16128,5080,0,0.08,31.5,12.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-07-23,AI,pfizer_biontech,0,vaccine,16128,5080,0,0.12,31.5,18.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-07-24,AI,pfizer_biontech,0,vaccine,16128,5080,0,0.04,31.5,6,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-07-25,AI,pfizer_biontech,0,vaccine,16128,5080,0,0.08,31.5,12.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-07-26,AI,pfizer_biontech,42,vaccine,16128,5122,0.26,0.08,31.76,12.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-07-27,AI,pfizer_biontech,0,vaccine,16128,5122,0,0.08,31.76,12.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-07-28,AI,pfizer_biontech,46,vaccine,16128,5168,0.29,0.08,32.04,12.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-07-29,AI,pfizer_biontech,0,vaccine,16128,5168,0,0.08,32.04,12.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-07-30,AI,pfizer_biontech,0,vaccine,16128,5168,0,0.04,32.04,6.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-07-31,AI,pfizer_biontech,0,vaccine,16128,5168,0,0.04,32.04,6.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-08-01,AI,pfizer_biontech,0,vaccine,16128,5168,0,0.08,32.04,13.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-08-02,AI,pfizer_biontech,0,vaccine,16128,5168,0,0.08,32.04,13.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-08-03,AI,pfizer_biontech,0,vaccine,16128,5168,0,0.08,32.04,13.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-08-04,AI,pfizer_biontech,94,vaccine,16128,5262,0.58,0.08,32.63,13.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-08-05,AI,pfizer_biontech,0,vaccine,16128,5262,0,0.08,32.63,13.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-08-06,AI,pfizer_biontech,0,vaccine,16128,5262,0,0.08,32.63,13.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-08-07,AI,pfizer_biontech,0,vaccine,16128,5262,0,0.11,32.63,17,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-08-08,AI,pfizer_biontech,0,vaccine,16128,5262,0,0.06,32.63,9.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-08-09,AI,pfizer_biontech,0,vaccine,16128,5262,0,0.1,32.63,16.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-08-10,AI,pfizer_biontech,25,vaccine,16128,5287,0.16,0.1,32.78,16.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-08-11,AI,pfizer_biontech,44,vaccine,16128,5331,0.27,0.1,33.05,16.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-08-12,AI,pfizer_biontech,48,vaccine,16128,5379,0.3,0.1,33.35,16.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-08-13,AI,pfizer_biontech,0,vaccine,16128,5379,0,0.1,33.35,16.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-08-14,AI,pfizer_biontech,0,vaccine,16128,5379,0,0.13,33.35,21.14,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-08-15,AI,pfizer_biontech,0,vaccine,16128,5379,0,0.15,33.35,23.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-08-16,AI,pfizer_biontech,0,vaccine,16128,5379,0,0.14,33.35,22.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-08-17,AI,pfizer_biontech,56,vaccine,16128,5435,0.35,0.14,33.7,22.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-08-18,AI,pfizer_biontech,60,vaccine,16128,5495,0.37,0.14,34.07,22.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-08-19,AI,pfizer_biontech,44,vaccine,16128,5539,0.27,0.14,34.34,22.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-08-20,AI,pfizer_biontech,0,vaccine,16128,5539,0,0.14,34.34,22.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-08-21,AI,pfizer_biontech,0,vaccine,16128,5539,0,0.17,34.34,27.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-08-22,AI,pfizer_biontech,0,vaccine,16128,5539,0,0.16,34.34,26.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-08-23,AI,pfizer_biontech,0,vaccine,16128,5539,0,0.16,34.34,25.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-08-24,AI,pfizer_biontech,88,vaccine,16128,5627,0.55,NA,34.89,NA,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-08-25,AI,pfizer_biontech,54,vaccine,16128,5681,0.33,NA,35.22,NA,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-08-26,AI,pfizer_biontech,37,vaccine,16128,5718,0.23,NA,35.45,NA,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2020-12-22,AR,moderna,0,vaccine,55445,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2020-12-23,AR,moderna,0,vaccine,55445,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2020-12-24,AR,moderna,0,vaccine,55445,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2020-12-25,AR,moderna,0,vaccine,55445,0,0,0,0,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2020-12-26,AR,moderna,0,vaccine,55445,0,0,0,0,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2020-12-27,AR,moderna,0,vaccine,55445,0,0,0,0,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2020-12-28,AR,moderna,0,vaccine,55445,0,0,0,0,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2020-12-29,AR,moderna,0,vaccine,55445,0,0,0,0,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2020-12-30,AR,moderna,0,vaccine,55445,0,0,0,0,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2020-12-31,AR,moderna,0,vaccine,55445,0,0,0,0,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-01,AR,moderna,0,vaccine,55445,0,0,0,0,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-02,AR,moderna,0,vaccine,55445,0,0,0,0,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-03,AR,moderna,0,vaccine,55445,0,0,0,0,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-04,AR,moderna,0,vaccine,55445,0,0,0,0,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-05,AR,moderna,0,vaccine,55445,0,0,0,0,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-06,AR,moderna,0,vaccine,55445,0,0,0,0,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-07,AR,moderna,0,vaccine,55445,0,0,0,0,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-08,AR,moderna,0,vaccine,55445,0,0,0,0,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-09,AR,moderna,0,vaccine,55445,0,0,0,0,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-10,AR,moderna,0,vaccine,55445,0,0,0,0,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-11,AR,moderna,0,vaccine,55445,0,0,0,0,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-12,AR,moderna,0,vaccine,55445,0,0,0,0,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-13,AR,moderna,0,vaccine,55445,0,0,0,0,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-14,AR,moderna,0,vaccine,55445,0,0,0,0,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-15,AR,moderna,0,vaccine,55445,0,0,0,0,1.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-16,AR,moderna,0,vaccine,55445,0,0,0.05,0,29.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-17,AR,moderna,0,vaccine,55445,0,0,0.1,0,57.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-18,AR,moderna,11,vaccine,55445,11,0.02,0.16,0.02,89.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-19,AR,moderna,197,vaccine,55445,208,0.36,0.17,0.38,96.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-20,AR,moderna,195,vaccine,55445,403,0.35,0.17,0.73,96.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-21,AR,moderna,224,vaccine,55445,627,0.4,0.17,1.13,96.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-22,AR,moderna,50,vaccine,55445,677,0.09,0.22,1.22,121.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-23,AR,moderna,0,vaccine,55445,677,0,0.21,1.22,118.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-24,AR,moderna,0,vaccine,55445,677,0,0.21,1.22,114.14,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-25,AR,moderna,187,vaccine,55445,864,0.34,0.15,1.56,85.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-26,AR,moderna,172,vaccine,55445,1036,0.31,0.2,1.87,108.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-27,AR,moderna,166,vaccine,55445,1202,0.3,0.2,2.17,108.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-28,AR,moderna,24,vaccine,55445,1226,0.04,0.2,2.21,108.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-29,AR,moderna,211,vaccine,55445,1437,0.38,0.15,2.59,81.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-30,AR,moderna,0,vaccine,55445,1437,0,0.1,2.59,57.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-01-31,AR,moderna,0,vaccine,55445,1437,0,0.06,2.59,33.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-01,AR,moderna,0,vaccine,55445,1437,0,0.05,2.59,30.14,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-02,AR,moderna,0,vaccine,55445,1437,0,-0,2.59,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-03,AR,moderna,0,vaccine,55445,1437,0,-0,2.59,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-04,AR,moderna,0,vaccine,55445,1437,0,-0,2.59,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-05,AR,moderna,0,vaccine,55445,1437,0,-0,2.59,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-06,AR,moderna,0,vaccine,55445,1437,0,-0,2.59,0,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-07,AR,moderna,0,vaccine,55445,1437,0,-0,2.59,0.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-08,AR,moderna,0,vaccine,55445,1437,0,-0,2.59,0.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-09,AR,moderna,0,vaccine,55445,1437,0,0,2.59,1.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-10,AR,moderna,2,vaccine,55445,1439,0,0,2.6,1.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-11,AR,moderna,0,vaccine,55445,1439,0,0,2.6,1.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-12,AR,moderna,11,vaccine,55445,1450,0.02,0.05,2.62,26.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-13,AR,moderna,0,vaccine,55445,1450,0,0.06,2.62,35.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-14,AR,moderna,0,vaccine,55445,1450,0,0.13,2.62,72.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-15,AR,moderna,175,vaccine,55445,1625,0.32,0.21,2.93,117,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-16,AR,moderna,63,vaccine,55445,1688,0.11,0.22,3.04,120,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-17,AR,moderna,260,vaccine,55445,1948,0.47,0.22,3.51,120,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-18,AR,moderna,310,vaccine,55445,2258,0.56,0.22,4.07,120,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-19,AR,moderna,32,vaccine,55445,2290,0.06,0.21,4.13,118.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-20,AR,moderna,0,vaccine,55445,2290,0,0.25,4.13,138.14,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-21,AR,moderna,0,vaccine,55445,2290,0,0.27,4.13,146.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-22,AR,moderna,165,vaccine,55445,2455,0.3,0.2,4.43,108.14,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-23,AR,moderna,200,vaccine,55445,2655,0.36,0.19,4.79,106.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-24,AR,moderna,319,vaccine,55445,2974,0.58,0.19,5.36,106.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-25,AR,moderna,41,vaccine,55445,3015,0.07,0.19,5.44,106.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-26,AR,moderna,22,vaccine,55445,3037,0.04,0.16,5.48,87.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-27,AR,moderna,0,vaccine,55445,3037,0,0.12,5.48,68.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-02-28,AR,moderna,0,vaccine,55445,3037,0,0.09,5.48,48.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-01,AR,moderna,33,vaccine,55445,3070,0.06,0.08,5.54,42.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-02,AR,moderna,66,vaccine,55445,3136,0.12,0.07,5.66,39.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-03,AR,moderna,179,vaccine,55445,3315,0.32,0.07,5.98,39.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-04,AR,moderna,0,vaccine,55445,3315,0,0.07,5.98,39.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-05,AR,moderna,0,vaccine,55445,3315,0,0.06,5.98,35.14,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-06,AR,moderna,0,vaccine,55445,3315,0,0.05,5.98,25.71,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-07,AR,moderna,0,vaccine,55445,3315,0,0,5.98,1.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-08,AR,moderna,1,vaccine,55445,3316,0,0.01,5.98,3.14,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-09,AR,moderna,0,vaccine,55445,3316,0,0.01,5.98,3.14,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-10,AR,moderna,10,vaccine,55445,3326,0.02,0.01,6,3.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-11,AR,moderna,11,vaccine,55445,3337,0.02,0.01,6.02,3.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-12,AR,moderna,0,vaccine,55445,3337,0,0.06,6.02,34.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-13,AR,moderna,1,vaccine,55445,3338,0,0.07,6.02,37.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-14,AR,moderna,0,vaccine,55445,3338,0,0.16,6.02,89.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-15,AR,moderna,219,vaccine,55445,3557,0.39,0.21,6.42,116.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-16,AR,moderna,20,vaccine,55445,3577,0.04,0.21,6.45,118,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-17,AR,moderna,376,vaccine,55445,3953,0.68,0.21,7.13,117.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-18,AR,moderna,199,vaccine,55445,4152,0.36,0.21,7.49,117.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-19,AR,moderna,11,vaccine,55445,4163,0.02,0.21,7.51,114.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-20,AR,moderna,0,vaccine,55445,4163,0,0.21,7.51,113.57,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-21,AR,moderna,0,vaccine,55445,4163,0,0.16,7.51,88.14,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-22,AR,moderna,198,vaccine,55445,4361,0.36,0.22,7.87,119.14,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-23,AR,moderna,11,vaccine,55445,4372,0.02,0.27,7.89,152,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-24,AR,moderna,198,vaccine,55445,4570,0.36,0.27,8.24,152,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-25,AR,moderna,416,vaccine,55445,4986,0.75,0.27,8.99,152,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-26,AR,moderna,241,vaccine,55445,5227,0.43,0.3,9.43,167.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-27,AR,moderna,0,vaccine,55445,5227,0,0.33,9.43,185.29,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-28,AR,moderna,0,vaccine,55445,5227,0,0.34,9.43,188.14,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-29,AR,moderna,306,vaccine,55445,5533,0.55,0.26,9.98,144,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-30,AR,moderna,136,vaccine,55445,5669,0.25,0.21,10.22,117.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-03-31,AR,moderna,218,vaccine,55445,5887,0.39,0.21,10.62,117.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-04-01,AR,moderna,107,vaccine,55445,5994,0.19,0.21,10.81,117.43,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
2021-04-02,AR,moderna,55,vaccine,55445,6049,0.1,0.13,10.91,73.86,COVID19VaccDosesAdministered,2021-08-27_10-01-26,detailed
