geoRegion,datum,entries,sumTotal,timeframe_7d,offset_last7d,sumTotal_last7d,timeframe_14d,offset_last14d,sumTotal_last14d,timeframe_28d,offset_last28d,sumTotal_last28d,timeframe_phase2,offset_Phase2,sumTotal_Phase2,timeframe_phase2b,offset_Phase2b,sumTotal_Phase2b,timeframe_phase3,offset_Phase3,sumTotal_Phase3,timeframe_vacc_info,offset_vacc_info,sumTotal_vacc_info,sum7d,sum14d,mean7d,mean14d,timeframe_all,entries_diff_last_age,pop,inz_entries,inzmean7d,inzmean14d,inzsumTotal,inzsumTotal_last7d,inzsumTotal_last14d,inzsumTotal_last28d,inzsumTotal_Phase2,inzsumTotal_Phase2b,inzsumTotal_Phase3,inzsum7d,inzsum14d,sumdelta7d,inzdelta7d,type,type_variant,version,datum_unit,entries_letzter_stand,entries_neu_gemeldet,entries_diff_last
CH,2020-02-24,0,0,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,NA,NA,NA,NA,TRUE,1,8606033,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Death,,2021-08-27_07-48-01,day,0,0,8
CH,2020-02-25,0,0,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,NA,NA,NA,NA,TRUE,1,8606033,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Death,,2021-08-27_07-48-01,day,0,0,8
CH,2020-02-26,0,0,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,NA,NA,NA,NA,TRUE,1,8606033,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Death,,2021-08-27_07-48-01,day,0,0,8
CH,2020-02-27,0,0,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,NA,NA,0,NA,TRUE,1,8606033,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Death,,2021-08-27_07-48-01,day,0,0,8
CH,2020-02-28,0,0,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,NA,NA,0,NA,TRUE,1,8606033,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Death,,2021-08-27_07-48-01,day,0,0,8
CH,2020-02-29,0,0,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,NA,NA,0,NA,TRUE,1,8606033,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Death,,2021-08-27_07-48-01,day,0,0,8
CH,2020-03-01,0,0,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,0,NA,0,0.21,TRUE,1,8606033,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,COVID19Death,,2021-08-27_07-48-01,day,0,0,8
CH,2020-03-02,0,0,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,0,NA,0.29,0.21,TRUE,1,8606033,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,COVID19Death,,2021-08-27_07-48-01,day,0,0,8
CH,2020-03-03,0,0,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,0,NA,0.29,0.36,TRUE,1,8606033,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,COVID19Death,,2021-08-27_07-48-01,day,0,0,8
CH,2020-03-04,0,0,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,0,NA,0.29,0.57,TRUE,1,8606033,0,0,0.01,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,COVID19Death,,2021-08-27_07-48-01,day,0,0,8
CH,2020-03-05,2,2,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,2,NA,0.43,0.86,TRUE,1,8606033,0.02,0,0.01,0.02,NA,NA,NA,NA,NA,NA,0.02,NA,2,0.02,COVID19Death,,2021-08-27_07-48-01,day,2,0,8
CH,2020-03-06,0,2,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,2,NA,0.43,1.07,TRUE,1,8606033,0,0,0.01,0.02,NA,NA,NA,NA,NA,NA,0.02,NA,0,0,COVID19Death,,2021-08-27_07-48-01,day,0,0,8
CH,2020-03-07,0,2,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,2,NA,0.71,1.43,TRUE,1,8606033,0,0.01,0.02,0.02,NA,NA,NA,NA,NA,NA,0.02,NA,0,0,COVID19Death,,2021-08-27_07-48-01,day,0,0,8
CH,2020-03-08,1,3,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,3,3,1.14,2,TRUE,1,8606033,0.01,0.01,0.02,0.03,NA,NA,NA,NA,NA,NA,0.03,0.03,1,0.009999999999999998,COVID19Death,,2021-08-27_07-48-01,day,1,0,8
CH,2020-03-09,0,3,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,3,3,1.43,2.5,TRUE,1,8606033,0,0.02,0.03,0.03,NA,NA,NA,NA,NA,NA,0.03,0.03,0,0,COVID19Death,,2021-08-27_07-48-01,day,0,0,8
CH,2020-03-10,2,5,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,5,5,1.86,3.36,TRUE,1,8606033,0.02,0.02,0.04,0.06,NA,NA,NA,NA,NA,NA,0.06,0.06,2,0.03,COVID19Death,,2021-08-27_07-48-01,day,2,0,8
CH,2020-03-11,3,8,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,8,8,2.57,3.93,TRUE,1,8606033,0.03,0.03,0.05,0.09,NA,NA,NA,NA,NA,NA,0.09,0.09,3,0.03,COVID19Death,,2021-08-27_07-48-01,day,3,0,8
CH,2020-03-12,4,12,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,10,12,3.57,4.79,TRUE,1,8606033,0.05,0.04,0.06,0.14,NA,NA,NA,NA,NA,NA,0.12,0.14,2,0.03,COVID19Death,,2021-08-27_07-48-01,day,4,0,8
CH,2020-03-13,3,15,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,13,15,4.57,6.29,TRUE,1,8606033,0.03,0.05,0.07,0.17,NA,NA,NA,NA,NA,NA,0.15,0.17,3,0.03,COVID19Death,,2021-08-27_07-48-01,day,3,0,8
CH,2020-03-14,5,20,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,18,20,6,7.64,TRUE,1,8606033,0.06,0.07,0.09,0.23,NA,NA,NA,NA,NA,NA,0.21,0.23,5,0.06,COVID19Death,,2021-08-27_07-48-01,day,5,0,8
CH,2020-03-15,8,28,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,25,28,6.71,8.86,TRUE,1,8606033,0.09,0.08,0.1,0.33,NA,NA,NA,NA,NA,NA,0.29,0.33,7,0.07999999999999999,COVID19Death,,2021-08-27_07-48-01,day,8,0,8
CH,2020-03-16,7,35,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,32,35,8.14,10.5,TRUE,1,8606033,0.08,0.09,0.12,0.41,NA,NA,NA,NA,NA,NA,0.37,0.41,7,0.08000000000000002,COVID19Death,,2021-08-27_07-48-01,day,7,0,8
CH,2020-03-17,12,47,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,42,47,10.71,11.71,TRUE,1,8606033,0.14,0.12,0.14,0.55,NA,NA,NA,NA,NA,NA,0.49,0.55,10,0.12,COVID19Death,,2021-08-27_07-48-01,day,12,0,8
CH,2020-03-18,8,55,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,47,55,12.71,14.29,TRUE,1,8606033,0.09,0.15,0.17,0.64,NA,NA,NA,NA,NA,NA,0.55,0.64,5,0.06000000000000005,COVID19Death,,2021-08-27_07-48-01,day,8,0,8
CH,2020-03-19,14,69,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,57,67,14.14,16.71,TRUE,1,8606033,0.16,0.16,0.19,0.8,NA,NA,NA,NA,NA,NA,0.66,0.78,10,0.10999999999999999,COVID19Death,,2021-08-27_07-48-01,day,14,0,8
CH,2020-03-20,21,90,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,75,88,16.43,18.79,TRUE,1,8606033,0.24,0.19,0.22,1.05,NA,NA,NA,NA,NA,NA,0.87,1.02,18,0.20999999999999996,COVID19Death,,2021-08-27_07-48-01,day,21,0,8
CH,2020-03-21,19,109,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,89,107,17.43,22.5,TRUE,1,8606033,0.22,0.2,0.26,1.27,NA,NA,NA,NA,NA,NA,1.03,1.24,14,0.16000000000000003,COVID19Death,,2021-08-27_07-48-01,day,19,0,8
CH,2020-03-22,18,127,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,99,124,21.86,25.14,TRUE,1,8606033,0.21,0.25,0.29,1.48,NA,NA,NA,NA,NA,NA,1.15,1.44,10,0.11999999999999988,COVID19Death,,2021-08-27_07-48-01,day,18,0,8
CH,2020-03-23,23,150,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,115,147,25.29,28.79,TRUE,1,8606033,0.27,0.29,0.33,1.74,NA,NA,NA,NA,NA,NA,1.34,1.71,16,0.19000000000000017,COVID19Death,,2021-08-27_07-48-01,day,23,0,8
CH,2020-03-24,19,169,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,122,164,26.86,31.07,TRUE,1,8606033,0.22,0.31,0.36,1.96,NA,NA,NA,NA,NA,NA,1.42,1.91,7,0.07999999999999985,COVID19Death,,2021-08-27_07-48-01,day,19,0,8
CH,2020-03-25,39,208,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,153,200,32.29,34.71,TRUE,1,8606033,0.45,0.38,0.4,2.42,NA,NA,NA,NA,NA,NA,1.78,2.32,31,0.3600000000000001,COVID19Death,,2021-08-27_07-48-01,day,39,0,8
CH,2020-03-26,38,246,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,177,234,36.14,38.07,TRUE,1,8606033,0.44,0.42,0.44,2.86,NA,NA,NA,NA,NA,NA,2.06,2.72,24,0.28,COVID19Death,,2021-08-27_07-48-01,day,38,0,8
CH,2020-03-27,32,278,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,188,263,41.14,40.64,TRUE,1,8606033,0.37,0.48,0.47,3.23,NA,NA,NA,NA,NA,NA,2.18,3.06,11,0.1200000000000001,COVID19Death,,2021-08-27_07-48-01,day,32,0,8
CH,2020-03-28,57,335,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,226,315,44.71,43.21,TRUE,1,8606033,0.66,0.52,0.5,3.89,NA,NA,NA,NA,NA,NA,2.63,3.66,38,0.44999999999999973,COVID19Death,,2021-08-27_07-48-01,day,57,0,8
CH,2020-03-29,45,380,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,253,352,47.57,45.57,TRUE,1,8606033,0.52,0.55,0.53,4.42,NA,NA,NA,NA,NA,NA,2.94,4.09,27,0.31000000000000005,COVID19Death,,2021-08-27_07-48-01,day,45,0,8
CH,2020-03-30,58,438,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,288,403,50.86,47.5,TRUE,1,8606033,0.67,0.59,0.55,5.09,NA,NA,NA,NA,NA,NA,3.35,4.68,35,0.41000000000000014,COVID19Death,,2021-08-27_07-48-01,day,58,0,8
CH,2020-03-31,44,482,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,313,435,54.43,50.21,TRUE,1,8606033,0.51,0.63,0.58,5.6,NA,NA,NA,NA,NA,NA,3.64,5.05,25,0.29000000000000004,COVID19Death,,2021-08-27_07-48-01,day,44,0,8
CH,2020-04-01,59,541,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,333,486,54.14,51.57,TRUE,1,8606033,0.69,0.63,0.6,6.29,NA,NA,NA,NA,NA,NA,3.87,5.65,20,0.22999999999999998,COVID19Death,,2021-08-27_07-48-01,day,59,0,8
CH,2020-04-02,61,602,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,356,533,55,52.07,TRUE,1,8606033,0.71,0.64,0.61,7,NA,NA,NA,NA,NA,NA,4.14,6.19,23,0.2699999999999996,COVID19Death,,2021-08-27_07-48-01,day,61,0,8
CH,2020-04-03,57,659,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,381,569,53.86,53.5,TRUE,1,8606033,0.66,0.63,0.62,7.66,NA,NA,NA,NA,NA,NA,4.43,6.61,25,0.29000000000000004,COVID19Death,,2021-08-27_07-48-01,day,57,0,8
CH,2020-04-04,55,714,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,379,605,55.71,52.64,TRUE,1,8606033,0.64,0.65,0.61,8.3,NA,NA,NA,NA,NA,NA,4.4,7.03,-2,-0.02999999999999936,COVID19Death,,2021-08-27_07-48-01,day,55,0,8
CH,2020-04-05,51,765,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,385,638,55.57,52,TRUE,1,8606033,0.59,0.65,0.6,8.89,NA,NA,NA,NA,NA,NA,4.47,7.41,6,0.0699999999999994,COVID19Death,,2021-08-27_07-48-01,day,51,0,8
CH,2020-04-06,50,815,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,377,665,53.29,50.43,TRUE,1,8606033,0.58,0.62,0.59,9.47,NA,NA,NA,NA,NA,NA,4.38,7.73,-8,-0.08999999999999986,COVID19Death,,2021-08-27_07-48-01,day,50,0,8
CH,2020-04-07,57,872,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,390,703,52.57,49.93,TRUE,1,8606033,0.66,0.61,0.58,10.13,NA,NA,NA,NA,NA,NA,4.53,8.17,13,0.15000000000000036,COVID19Death,,2021-08-27_07-48-01,day,57,0,8
CH,2020-04-08,58,930,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,389,722,51.14,48.43,TRUE,1,8606033,0.67,0.59,0.56,10.81,NA,NA,NA,NA,NA,NA,4.52,8.39,-1,-0.010000000000000675,COVID19Death,,2021-08-27_07-48-01,day,58,0,8
CH,2020-04-09,45,975,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,373,729,49,46.79,TRUE,1,8606033,0.52,0.57,0.54,11.33,NA,NA,NA,NA,NA,NA,4.33,8.47,-16,-0.1899999999999995,COVID19Death,,2021-08-27_07-48-01,day,45,0,8
CH,2020-04-10,52,1027,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,368,749,47,45.29,TRUE,1,8606033,0.6,0.55,0.53,11.93,NA,NA,NA,NA,NA,NA,4.28,8.7,-5,-0.04999999999999982,COVID19Death,,2021-08-27_07-48-01,day,52,0,8
CH,2020-04-11,45,1072,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,358,737,44.14,43.79,TRUE,1,8606033,0.52,0.51,0.51,12.46,NA,NA,NA,NA,NA,NA,4.16,8.56,-10,-0.1200000000000001,COVID19Death,,2021-08-27_07-48-01,day,45,0,8
CH,2020-04-12,36,1108,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,343,728,41.29,41.71,TRUE,1,8606033,0.42,0.48,0.48,12.87,NA,NA,NA,NA,NA,NA,3.99,8.46,-15,-0.16999999999999993,COVID19Death,,2021-08-27_07-48-01,day,36,0,8
CH,2020-04-13,36,1144,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,329,706,40.29,40.86,TRUE,1,8606033,0.42,0.47,0.47,13.29,NA,NA,NA,NA,NA,NA,3.82,8.2,-14,-0.17000000000000037,COVID19Death,,2021-08-27_07-48-01,day,36,0,8
CH,2020-04-14,37,1181,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,309,699,38,39.14,TRUE,1,8606033,0.43,0.44,0.45,13.72,NA,NA,NA,NA,NA,NA,3.59,8.12,-20,-0.22999999999999998,COVID19Death,,2021-08-27_07-48-01,day,37,0,8
CH,2020-04-15,38,1219,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,289,678,36.43,36.93,TRUE,1,8606033,0.44,0.42,0.43,14.16,NA,NA,NA,NA,NA,NA,3.36,7.88,-20,-0.22999999999999998,COVID19Death,,2021-08-27_07-48-01,day,38,0,8
CH,2020-04-16,38,1257,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,282,655,34.43,35.93,TRUE,1,8606033,0.44,0.4,0.42,14.61,NA,NA,NA,NA,NA,NA,3.28,7.61,-7,-0.08000000000000007,COVID19Death,,2021-08-27_07-48-01,day,38,0,8
CH,2020-04-17,36,1293,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,266,634,34.71,34.14,TRUE,1,8606033,0.42,0.4,0.4,15.02,NA,NA,NA,NA,NA,NA,3.09,7.37,-16,-0.18999999999999995,COVID19Death,,2021-08-27_07-48-01,day,36,0,8
CH,2020-04-18,34,1327,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,255,613,34.14,32.71,TRUE,1,8606033,0.4,0.4,0.38,15.42,NA,NA,NA,NA,NA,NA,2.96,7.12,-11,-0.1299999999999999,COVID19Death,,2021-08-27_07-48-01,day,34,0,8
CH,2020-04-19,22,1349,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,241,584,32.57,31.07,TRUE,1,8606033,0.26,0.38,0.36,15.68,NA,NA,NA,NA,NA,NA,2.8,6.79,-14,-0.16000000000000014,COVID19Death,,2021-08-27_07-48-01,day,22,0,8
CH,2020-04-20,38,1387,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,243,572,31.57,30.14,TRUE,1,8606033,0.44,0.37,0.35,16.12,NA,NA,NA,NA,NA,NA,2.82,6.65,2,0.020000000000000018,COVID19Death,,2021-08-27_07-48-01,day,38,0,8
CH,2020-04-21,33,1420,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,239,548,30.29,28.36,TRUE,1,8606033,0.38,0.35,0.33,16.5,NA,NA,NA,NA,NA,NA,2.78,6.37,-4,-0.040000000000000036,COVID19Death,,2021-08-27_07-48-01,day,33,0,8
CH,2020-04-22,27,1447,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,228,517,29,26.43,TRUE,1,8606033,0.31,0.34,0.31,16.81,NA,NA,NA,NA,NA,NA,2.65,6.01,-11,-0.1299999999999999,COVID19Death,,2021-08-27_07-48-01,day,27,0,8
CH,2020-04-23,31,1478,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,221,503,27.71,24.86,TRUE,1,8606033,0.36,0.32,0.29,17.17,NA,NA,NA,NA,NA,NA,2.57,5.84,-7,-0.08000000000000007,COVID19Death,,2021-08-27_07-48-01,day,31,0,8
CH,2020-04-24,27,1505,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,212,478,25.57,23.14,TRUE,1,8606033,0.31,0.3,0.27,17.49,NA,NA,NA,NA,NA,NA,2.46,5.55,-9,-0.10999999999999988,COVID19Death,,2021-08-27_07-48-01,day,27,0,8
CH,2020-04-25,25,1530,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,203,458,22.57,21.36,TRUE,1,8606033,0.29,0.26,0.25,17.78,NA,NA,NA,NA,NA,NA,2.36,5.32,-9,-0.10000000000000009,COVID19Death,,2021-08-27_07-48-01,day,25,0,8
CH,2020-04-26,13,1543,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,194,435,20.29,20.36,TRUE,1,8606033,0.15,0.24,0.24,17.93,NA,NA,NA,NA,NA,NA,2.25,5.05,-9,-0.10999999999999988,COVID19Death,,2021-08-27_07-48-01,day,13,0,8
CH,2020-04-27,23,1566,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,179,422,18.14,18.29,TRUE,1,8606033,0.27,0.21,0.21,18.2,NA,NA,NA,NA,NA,NA,2.08,4.9,-15,-0.16999999999999993,COVID19Death,,2021-08-27_07-48-01,day,23,0,8
CH,2020-04-28,12,1578,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,158,397,16,16.64,TRUE,1,8606033,0.14,0.19,0.19,18.34,NA,NA,NA,NA,NA,NA,1.84,4.61,-21,-0.24,COVID19Death,,2021-08-27_07-48-01,day,12,0,8
CH,2020-04-29,11,1589,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,142,370,13.71,15,TRUE,1,8606033,0.13,0.16,0.17,18.46,NA,NA,NA,NA,NA,NA,1.65,4.3,-16,-0.19000000000000017,COVID19Death,,2021-08-27_07-48-01,day,11,0,8
CH,2020-04-30,16,1605,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,127,348,13,13.64,TRUE,1,8606033,0.19,0.15,0.16,18.65,NA,NA,NA,NA,NA,NA,1.48,4.04,-15,-0.16999999999999993,COVID19Death,,2021-08-27_07-48-01,day,16,0,8
CH,2020-05-01,12,1617,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,112,324,11,12.21,TRUE,1,8606033,0.14,0.13,0.14,18.79,NA,NA,NA,NA,NA,NA,1.3,3.76,-15,-0.17999999999999994,COVID19Death,,2021-08-27_07-48-01,day,12,0,8
CH,2020-05-02,9,1626,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,96,299,10.71,10.79,TRUE,1,8606033,0.1,0.12,0.13,18.89,NA,NA,NA,NA,NA,NA,1.12,3.47,-16,-0.17999999999999994,COVID19Death,,2021-08-27_07-48-01,day,9,0,8
CH,2020-05-03,8,1634,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,91,285,9.71,10.36,TRUE,1,8606033,0.09,0.11,0.12,18.99,NA,NA,NA,NA,NA,NA,1.06,3.31,-5,-0.06000000000000005,COVID19Death,,2021-08-27_07-48-01,day,8,0,8
CH,2020-05-04,9,1643,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,77,256,9.14,8.93,TRUE,1,8606033,0.1,0.11,0.1,19.09,NA,NA,NA,NA,NA,NA,0.89,2.97,-14,-0.17000000000000004,COVID19Death,,2021-08-27_07-48-01,day,9,0,8
CH,2020-05-05,10,1653,FALSE,10392,0,FALSE,10374,0,FALSE,10362,0,FALSE,1725,0,FALSE,1829,0,FALSE,9455,0,FALSE,8995,0,75,233,8.43,8.14,TRUE,1,8606033,0.12,0.1,0.09,19.21,NA,NA,NA,NA,NA,NA,0.87,2.71,-2,-0.020000000000000018,COVID19Death,,2021-08-27_07-48-01,day,10,0,8
