geoRegion,datum,entries,sumTotal,timeframe_7d,offset_last7d,sumTotal_last7d,timeframe_14d,offset_last14d,sumTotal_last14d,timeframe_28d,offset_last28d,sumTotal_last28d,timeframe_phase2,offset_Phase2,sumTotal_Phase2,timeframe_phase2b,offset_Phase2b,sumTotal_Phase2b,timeframe_phase3,offset_Phase3,sumTotal_Phase3,timeframe_vacc_info,offset_vacc_info,sumTotal_vacc_info,sum7d,sum14d,mean7d,mean14d,timeframe_all,entries_diff_last_age,pop,inz_entries,inzmean7d,inzmean14d,inzsumTotal,inzsumTotal_last7d,inzsumTotal_last14d,inzsumTotal_last28d,inzsumTotal_Phase2,inzsumTotal_Phase2b,inzsumTotal_Phase3,inzsum7d,inzsum14d,sumdelta7d,inzdelta7d,type,type_variant,version,datum_unit,entries_letzter_stand,entries_neu_gemeldet,entries_diff_last
CHFL,2020-10-23,26,2006,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,280,TRUE,1830,176,FALSE,9510,0,FALSE,9048,0,112,154,21.29,26.07,TRUE,1,8644780,0.3,0.25,0.3,23.2,NA,NA,NA,3.24,2.04,NA,1.3,1.78,16,0.18999999999999995,COVID19Death,,2021-08-27_07-48-01,day,26,0,8
CHFL,2020-10-24,26,2032,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,306,TRUE,1830,202,FALSE,9510,0,FALSE,9048,0,131,176,25.43,29.93,TRUE,1,8644780,0.3,0.29,0.35,23.51,NA,NA,NA,3.54,2.34,NA,1.52,2.04,19,0.21999999999999997,COVID19Death,,2021-08-27_07-48-01,day,26,0,8
CHFL,2020-10-25,22,2054,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,328,TRUE,1830,224,FALSE,9510,0,FALSE,9048,0,145,194,29,33.71,TRUE,1,8644780,0.25,0.34,0.39,23.76,NA,NA,NA,3.79,2.59,NA,1.68,2.24,14,0.15999999999999992,COVID19Death,,2021-08-27_07-48-01,day,22,0,8
CHFL,2020-10-26,20,2074,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,348,TRUE,1830,244,FALSE,9510,0,FALSE,9048,0,149,208,33.71,36.93,TRUE,1,8644780,0.23,0.39,0.43,23.99,NA,NA,NA,4.03,2.82,NA,1.72,2.41,4,0.040000000000000036,COVID19Death,,2021-08-27_07-48-01,day,20,0,8
CHFL,2020-10-27,41,2115,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,389,TRUE,1830,285,FALSE,9510,0,FALSE,9048,0,178,242,36.14,41.79,TRUE,1,8644780,0.47,0.42,0.48,24.47,NA,NA,NA,4.5,3.3,NA,2.06,2.8,29,0.3400000000000001,COVID19Death,,2021-08-27_07-48-01,day,41,0,8
CHFL,2020-10-28,43,2158,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,432,TRUE,1830,328,FALSE,9510,0,FALSE,9048,0,203,280,41.14,46.43,TRUE,1,8644780,0.5,0.48,0.54,24.96,NA,NA,NA,5,3.79,NA,2.35,3.24,25,0.29000000000000004,COVID19Death,,2021-08-27_07-48-01,day,43,0,8
CHFL,2020-10-29,58,2216,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,490,TRUE,1830,386,FALSE,9510,0,FALSE,9048,0,236,332,46.71,50.43,TRUE,1,8644780,0.67,0.54,0.58,25.63,NA,NA,NA,5.67,4.47,NA,2.73,3.84,33,0.3799999999999999,COVID19Death,,2021-08-27_07-48-01,day,58,0,8
CHFL,2020-10-30,43,2259,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,533,TRUE,1830,429,FALSE,9510,0,FALSE,9048,0,253,365,52.57,55.29,TRUE,1,8644780,0.5,0.61,0.64,26.13,NA,NA,NA,6.17,4.96,NA,2.93,4.22,17,0.20000000000000018,COVID19Death,,2021-08-27_07-48-01,day,43,0,8
CHFL,2020-10-31,61,2320,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,594,TRUE,1830,490,FALSE,9510,0,FALSE,9048,0,288,419,58.14,58.5,TRUE,1,8644780,0.71,0.67,0.68,26.84,NA,NA,NA,6.87,5.67,NA,3.33,4.85,35,0.3999999999999999,COVID19Death,,2021-08-27_07-48-01,day,61,0,8
CHFL,2020-11-01,61,2381,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,655,TRUE,1830,551,FALSE,9510,0,FALSE,9048,0,327,472,63.86,63.36,TRUE,1,8644780,0.71,0.74,0.73,27.54,NA,NA,NA,7.58,6.37,NA,3.78,5.46,39,0.44999999999999973,COVID19Death,,2021-08-27_07-48-01,day,61,0,8
CHFL,2020-11-02,61,2442,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,716,TRUE,1830,612,FALSE,9510,0,FALSE,9048,0,368,517,67.14,68.14,TRUE,1,8644780,0.71,0.78,0.79,28.25,NA,NA,NA,8.28,7.08,NA,4.26,5.98,41,0.48,COVID19Death,,2021-08-27_07-48-01,day,61,0,8
CHFL,2020-11-03,80,2522,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,796,TRUE,1830,692,FALSE,9510,0,FALSE,9048,0,407,585,74.43,71.36,TRUE,1,8644780,0.93,0.86,0.83,29.17,NA,NA,NA,9.21,8,NA,4.71,6.77,39,0.4500000000000002,COVID19Death,,2021-08-27_07-48-01,day,80,0,8
CHFL,2020-11-04,83,2605,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,879,TRUE,1830,775,FALSE,9510,0,FALSE,9048,0,447,650,75.86,74.86,TRUE,1,8644780,0.96,0.88,0.87,30.13,NA,NA,NA,10.17,8.96,NA,5.17,7.52,40,0.45999999999999996,COVID19Death,,2021-08-27_07-48-01,day,83,0,8
CHFL,2020-11-05,81,2686,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,960,TRUE,1830,856,FALSE,9510,0,FALSE,9048,0,470,706,80,78.5,TRUE,1,8644780,0.94,0.93,0.91,31.07,NA,NA,NA,11.1,9.9,NA,5.44,8.17,23,0.27000000000000046,COVID19Death,,2021-08-27_07-48-01,day,81,0,8
CHFL,2020-11-06,94,2780,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,1054,TRUE,1830,950,FALSE,9510,0,FALSE,9048,0,521,774,83.71,81.57,TRUE,1,8644780,1.09,0.97,0.94,32.16,NA,NA,NA,12.19,10.99,NA,6.03,8.95,51,0.5899999999999999,COVID19Death,,2021-08-27_07-48-01,day,94,0,8
CHFL,2020-11-07,71,2851,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,1125,TRUE,1830,1021,FALSE,9510,0,FALSE,9048,0,531,819,84.57,83.14,TRUE,1,8644780,0.82,0.98,0.96,32.98,NA,NA,NA,13.01,11.81,NA,6.14,9.47,10,0.10999999999999943,COVID19Death,,2021-08-27_07-48-01,day,71,0,8
CHFL,2020-11-08,90,2941,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,1215,TRUE,1830,1111,FALSE,9510,0,FALSE,9048,0,560,887,85.86,85,TRUE,1,8644780,1.04,0.99,0.98,34.02,NA,NA,NA,14.05,12.85,NA,6.48,10.26,29,0.34000000000000075,COVID19Death,,2021-08-27_07-48-01,day,90,0,8
CHFL,2020-11-09,87,3028,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,1302,TRUE,1830,1198,FALSE,9510,0,FALSE,9048,0,586,954,89.86,87.43,TRUE,1,8644780,1.01,1.04,1.01,35.03,NA,NA,NA,15.06,13.86,NA,6.78,11.04,26,0.2999999999999998,COVID19Death,,2021-08-27_07-48-01,day,87,0,8
CHFL,2020-11-10,86,3114,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,1388,TRUE,1830,1284,FALSE,9510,0,FALSE,9048,0,592,999,88.71,88.43,TRUE,1,8644780,0.99,1.03,1.02,36.02,NA,NA,NA,16.06,14.85,NA,6.85,11.56,6,0.0699999999999994,COVID19Death,,2021-08-27_07-48-01,day,86,0,8
CHFL,2020-11-11,92,3206,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,1480,TRUE,1830,1376,FALSE,9510,0,FALSE,9048,0,601,1048,90.43,90.21,TRUE,1,8644780,1.06,1.05,1.04,37.09,NA,NA,NA,17.12,15.92,NA,6.95,12.12,9,0.10000000000000053,COVID19Death,,2021-08-27_07-48-01,day,92,0,8
CHFL,2020-11-12,109,3315,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,1589,TRUE,1830,1485,FALSE,9510,0,FALSE,9048,0,629,1099,90,90.36,TRUE,1,8644780,1.26,1.04,1.05,38.35,NA,NA,NA,18.38,17.18,NA,7.28,12.71,28,0.33000000000000007,COVID19Death,,2021-08-27_07-48-01,day,109,0,8
CHFL,2020-11-13,86,3401,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,1675,TRUE,1830,1571,FALSE,9510,0,FALSE,9048,0,621,1142,91.14,89.64,TRUE,1,8644780,0.99,1.05,1.04,39.34,NA,NA,NA,19.38,18.17,NA,7.18,13.21,-8,-0.10000000000000053,COVID19Death,,2021-08-27_07-48-01,day,86,0,8
CHFL,2020-11-14,83,3484,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,1758,TRUE,1830,1654,FALSE,9510,0,FALSE,9048,0,633,1164,92.29,90.5,TRUE,1,8644780,0.96,1.07,1.05,40.3,NA,NA,NA,20.34,19.13,NA,7.32,13.46,12,0.14000000000000057,COVID19Death,,2021-08-27_07-48-01,day,83,0,8
CHFL,2020-11-15,87,3571,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,1845,TRUE,1830,1741,FALSE,9510,0,FALSE,9048,0,630,1190,94.57,90.14,TRUE,1,8644780,1.01,1.09,1.04,41.31,NA,NA,NA,21.34,20.14,NA,7.29,13.77,-3,-0.03000000000000025,COVID19Death,,2021-08-27_07-48-01,day,87,0,8
CHFL,2020-11-16,95,3666,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,1940,TRUE,1830,1836,FALSE,9510,0,FALSE,9048,0,638,1224,90.86,90.93,TRUE,1,8644780,1.1,1.05,1.05,42.41,NA,NA,NA,22.44,21.24,NA,7.38,14.16,8,0.08999999999999986,COVID19Death,,2021-08-27_07-48-01,day,95,0,8
CHFL,2020-11-17,94,3760,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,2034,TRUE,1830,1930,FALSE,9510,0,FALSE,9048,0,646,1238,90.57,91.36,TRUE,1,8644780,1.09,1.05,1.06,43.49,NA,NA,NA,23.53,22.33,NA,7.47,14.32,8,0.08999999999999986,COVID19Death,,2021-08-27_07-48-01,day,94,0,8
CHFL,2020-11-18,108,3868,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,2142,TRUE,1830,2038,FALSE,9510,0,FALSE,9048,0,662,1263,90.57,91.36,TRUE,1,8644780,1.25,1.05,1.06,44.74,NA,NA,NA,24.78,23.57,NA,7.66,14.61,16,0.1900000000000004,COVID19Death,,2021-08-27_07-48-01,day,108,0,8
CHFL,2020-11-19,83,3951,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,2225,TRUE,1830,2121,FALSE,9510,0,FALSE,9048,0,636,1265,90.29,89.29,TRUE,1,8644780,0.96,1.04,1.03,45.7,NA,NA,NA,25.74,24.54,NA,7.36,14.63,-26,-0.2999999999999998,COVID19Death,,2021-08-27_07-48-01,day,83,0,8
CHFL,2020-11-20,84,4035,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,2309,TRUE,1830,2205,FALSE,9510,0,FALSE,9048,0,634,1255,90.71,89.43,TRUE,1,8644780,0.97,1.05,1.03,46.68,NA,NA,NA,26.71,25.51,NA,7.33,14.52,-2,-0.03000000000000025,COVID19Death,,2021-08-27_07-48-01,day,84,0,8
CHFL,2020-11-21,83,4118,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,2392,TRUE,1830,2288,FALSE,9510,0,FALSE,9048,0,634,1267,90.43,89.86,TRUE,1,8644780,0.96,1.05,1.04,47.64,NA,NA,NA,27.67,26.47,NA,7.33,14.66,0,0,COVID19Death,,2021-08-27_07-48-01,day,83,0,8
CHFL,2020-11-22,85,4203,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,2477,TRUE,1830,2373,FALSE,9510,0,FALSE,9048,0,632,1262,88.14,89.64,TRUE,1,8644780,0.98,1.02,1.04,48.62,NA,NA,NA,28.65,27.45,NA,7.31,14.6,-2,-0.020000000000000462,COVID19Death,,2021-08-27_07-48-01,day,85,0,8
CHFL,2020-11-23,98,4301,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,2575,TRUE,1830,2471,FALSE,9510,0,FALSE,9048,0,635,1273,87.71,89.64,TRUE,1,8644780,1.13,1.01,1.04,49.75,NA,NA,NA,29.79,28.58,NA,7.35,14.73,3,0.040000000000000036,COVID19Death,,2021-08-27_07-48-01,day,98,0,8
CHFL,2020-11-24,92,4393,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,2667,TRUE,1830,2563,FALSE,9510,0,FALSE,9048,0,633,1279,88.29,89.21,TRUE,1,8644780,1.06,1.02,1.03,50.82,NA,NA,NA,30.85,29.65,NA,7.32,14.8,-2,-0.02999999999999936,COVID19Death,,2021-08-27_07-48-01,day,92,0,8
CHFL,2020-11-25,92,4485,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,2759,TRUE,1830,2655,FALSE,9510,0,FALSE,9048,0,617,1279,89.14,88.21,TRUE,1,8644780,1.06,1.03,1.02,51.88,NA,NA,NA,31.92,30.71,NA,7.14,14.8,-16,-0.1800000000000006,COVID19Death,,2021-08-27_07-48-01,day,92,0,8
CHFL,2020-11-26,80,4565,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,2839,TRUE,1830,2735,FALSE,9510,0,FALSE,9048,0,614,1250,89,88.07,TRUE,1,8644780,0.93,1.03,1.02,52.81,NA,NA,NA,32.84,31.64,NA,7.1,14.46,-3,-0.040000000000000036,COVID19Death,,2021-08-27_07-48-01,day,80,0,8
CHFL,2020-11-27,88,4653,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,2927,TRUE,1830,2823,FALSE,9510,0,FALSE,9048,0,618,1252,88.57,87.93,TRUE,1,8644780,1.02,1.02,1.02,53.82,NA,NA,NA,33.86,32.66,NA,7.15,14.48,4,0.05000000000000071,COVID19Death,,2021-08-27_07-48-01,day,88,0,8
CHFL,2020-11-28,89,4742,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,3016,TRUE,1830,2912,FALSE,9510,0,FALSE,9048,0,624,1258,88,88.93,TRUE,1,8644780,1.03,1.02,1.03,54.85,NA,NA,NA,34.89,33.69,NA,7.22,14.55,6,0.0699999999999994,COVID19Death,,2021-08-27_07-48-01,day,89,0,8
CHFL,2020-11-29,84,4826,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,3100,TRUE,1830,2996,FALSE,9510,0,FALSE,9048,0,623,1255,88.29,87.93,TRUE,1,8644780,0.97,1.02,1.02,55.83,NA,NA,NA,35.86,34.66,NA,7.21,14.52,-1,-0.009999999999999787,COVID19Death,,2021-08-27_07-48-01,day,84,0,8
CHFL,2020-11-30,95,4921,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,3195,TRUE,1830,3091,FALSE,9510,0,FALSE,9048,0,620,1255,88.43,86.64,TRUE,1,8644780,1.1,1.02,1,56.92,NA,NA,NA,36.96,35.76,NA,7.17,14.52,-3,-0.040000000000000036,COVID19Death,,2021-08-27_07-48-01,day,95,0,8
CHFL,2020-12-01,88,5009,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,3283,TRUE,1830,3179,FALSE,9510,0,FALSE,9048,0,616,1249,87.57,87,TRUE,1,8644780,1.02,1.01,1.01,57.94,NA,NA,NA,37.98,36.77,NA,7.13,14.45,-4,-0.040000000000000036,COVID19Death,,2021-08-27_07-48-01,day,88,0,8
CHFL,2020-12-02,94,5103,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,3377,TRUE,1830,3273,FALSE,9510,0,FALSE,9048,0,618,1235,88.71,86.64,TRUE,1,8644780,1.09,1.03,1,59.03,NA,NA,NA,39.06,37.86,NA,7.15,14.29,2,0.020000000000000462,COVID19Death,,2021-08-27_07-48-01,day,94,0,8
CHFL,2020-12-03,81,5184,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,3458,TRUE,1830,3354,FALSE,9510,0,FALSE,9048,0,619,1233,86.86,86.93,TRUE,1,8644780,0.94,1,1.01,59.97,NA,NA,NA,40,38.8,NA,7.16,14.26,1,0.009999999999999787,COVID19Death,,2021-08-27_07-48-01,day,81,0,8
CHFL,2020-12-04,82,5266,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,3540,TRUE,1830,3436,FALSE,9510,0,FALSE,9048,0,613,1231,84.71,87.07,TRUE,1,8644780,0.95,0.98,1.01,60.92,NA,NA,NA,40.95,39.75,NA,7.09,14.24,-6,-0.07000000000000028,COVID19Death,,2021-08-27_07-48-01,day,82,0,8
CHFL,2020-12-05,97,5363,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,3637,TRUE,1830,3533,FALSE,9510,0,FALSE,9048,0,621,1245,86,86.79,TRUE,1,8644780,1.12,0.99,1,62.04,NA,NA,NA,42.07,40.87,NA,7.18,14.4,8,0.08999999999999986,COVID19Death,,2021-08-27_07-48-01,day,97,0,8
CHFL,2020-12-06,71,5434,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,3708,TRUE,1830,3604,FALSE,9510,0,FALSE,9048,0,608,1231,85,86.93,TRUE,1,8644780,0.82,0.98,1.01,62.86,NA,NA,NA,42.89,41.69,NA,7.03,14.24,-13,-0.14999999999999947,COVID19Death,,2021-08-27_07-48-01,day,71,0,8
CHFL,2020-12-07,80,5514,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,3788,TRUE,1830,3684,FALSE,9510,0,FALSE,9048,0,593,1213,85.43,87.14,TRUE,1,8644780,0.93,0.99,1.01,63.78,NA,NA,NA,43.82,42.62,NA,6.86,14.03,-15,-0.16999999999999993,COVID19Death,,2021-08-27_07-48-01,day,80,0,8
CHFL,2020-12-08,97,5611,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,3885,TRUE,1830,3781,FALSE,9510,0,FALSE,9048,0,602,1218,86.57,87.36,TRUE,1,8644780,1.12,1,1.01,64.91,NA,NA,NA,44.94,43.74,NA,6.96,14.09,9,0.09999999999999964,COVID19Death,,2021-08-27_07-48-01,day,97,0,8
CHFL,2020-12-09,87,5698,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,3972,TRUE,1830,3868,FALSE,9510,0,FALSE,9048,0,595,1213,84.86,87.36,TRUE,1,8644780,1.01,0.98,1.01,65.91,NA,NA,NA,45.95,44.74,NA,6.88,14.03,-7,-0.08000000000000007,COVID19Death,,2021-08-27_07-48-01,day,87,0,8
CHFL,2020-12-10,84,5782,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,4056,TRUE,1830,3952,FALSE,9510,0,FALSE,9048,0,598,1217,87,88,TRUE,1,8644780,0.97,1.01,1.02,66.88,NA,NA,NA,46.92,45.72,NA,6.92,14.08,3,0.040000000000000036,COVID19Death,,2021-08-27_07-48-01,day,84,0,8
CHFL,2020-12-11,90,5872,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,4146,TRUE,1830,4042,FALSE,9510,0,FALSE,9048,0,606,1219,89.57,88.86,TRUE,1,8644780,1.04,1.04,1.03,67.93,NA,NA,NA,47.96,46.76,NA,7.01,14.1,8,0.08999999999999986,COVID19Death,,2021-08-27_07-48-01,day,90,0,8
CHFL,2020-12-12,85,5957,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,4231,TRUE,1830,4127,FALSE,9510,0,FALSE,9048,0,594,1215,88.71,87.64,TRUE,1,8644780,0.98,1.03,1.01,68.91,NA,NA,NA,48.94,47.74,NA,6.87,14.05,-12,-0.13999999999999968,COVID19Death,,2021-08-27_07-48-01,day,85,0,8
CHFL,2020-12-13,86,6043,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,4317,TRUE,1830,4213,FALSE,9510,0,FALSE,9048,0,609,1217,89.71,89.79,TRUE,1,8644780,0.99,1.04,1.04,69.9,NA,NA,NA,49.94,48.73,NA,7.04,14.08,15,0.16999999999999993,COVID19Death,,2021-08-27_07-48-01,day,86,0,8
CHFL,2020-12-14,98,6141,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,4415,TRUE,1830,4311,FALSE,9510,0,FALSE,9048,0,627,1220,90.57,90.5,TRUE,1,8644780,1.13,1.05,1.05,71.04,NA,NA,NA,51.07,49.87,NA,7.25,14.11,18,0.20999999999999996,COVID19Death,,2021-08-27_07-48-01,day,98,0,8
CHFL,2020-12-15,91,6232,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,4506,TRUE,1830,4402,FALSE,9510,0,FALSE,9048,0,621,1223,91.14,89.5,TRUE,1,8644780,1.05,1.05,1.04,72.09,NA,NA,NA,52.12,50.92,NA,7.18,14.15,-6,-0.07000000000000028,COVID19Death,,2021-08-27_07-48-01,day,91,0,8
CHFL,2020-12-16,94,6326,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,4600,TRUE,1830,4496,FALSE,9510,0,FALSE,9048,0,628,1223,90.43,89.14,TRUE,1,8644780,1.09,1.05,1.03,73.18,NA,NA,NA,53.21,52.01,NA,7.26,14.15,7,0.08000000000000007,COVID19Death,,2021-08-27_07-48-01,day,94,0,8
CHFL,2020-12-17,90,6416,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,4690,TRUE,1830,4586,FALSE,9510,0,FALSE,9048,0,634,1232,92.57,89.64,TRUE,1,8644780,1.04,1.07,1.04,74.22,NA,NA,NA,54.25,53.05,NA,7.33,14.25,6,0.07000000000000028,COVID19Death,,2021-08-27_07-48-01,day,90,0,8
CHFL,2020-12-18,94,6510,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,4784,TRUE,1830,4680,FALSE,9510,0,FALSE,9048,0,638,1244,91.43,88,TRUE,1,8644780,1.09,1.06,1.02,75.31,NA,NA,NA,55.34,54.14,NA,7.38,14.39,4,0.04999999999999982,COVID19Death,,2021-08-27_07-48-01,day,94,0,8
CHFL,2020-12-19,80,6590,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,4864,TRUE,1830,4760,FALSE,9510,0,FALSE,9048,0,633,1227,90.29,88.86,TRUE,1,8644780,0.93,1.04,1.03,76.23,NA,NA,NA,56.27,55.06,NA,7.32,14.19,-5,-0.05999999999999961,COVID19Death,,2021-08-27_07-48-01,day,80,0,8
CHFL,2020-12-20,101,6691,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,4965,TRUE,1830,4861,FALSE,9510,0,FALSE,9048,0,648,1257,88.57,89.36,TRUE,1,8644780,1.17,1.02,1.03,77.4,NA,NA,NA,57.43,56.23,NA,7.5,14.54,15,0.17999999999999972,COVID19Death,,2021-08-27_07-48-01,day,101,0,8
CHFL,2020-12-21,90,6781,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,5055,TRUE,1830,4951,FALSE,9510,0,FALSE,9048,0,640,1267,88.71,88.29,TRUE,1,8644780,1.04,1.03,1.02,78.44,NA,NA,NA,58.47,57.27,NA,7.4,14.66,-8,-0.09999999999999964,COVID19Death,,2021-08-27_07-48-01,day,90,0,8
CHFL,2020-12-22,83,6864,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,5138,TRUE,1830,5034,FALSE,9510,0,FALSE,9048,0,632,1253,84.86,87.5,TRUE,1,8644780,0.96,0.98,1.01,79.4,NA,NA,NA,59.43,58.23,NA,7.31,14.49,-8,-0.09000000000000075,COVID19Death,,2021-08-27_07-48-01,day,83,0,8
CHFL,2020-12-23,82,6946,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,5220,TRUE,1830,5116,FALSE,9510,0,FALSE,9048,0,620,1248,87.29,87.43,TRUE,1,8644780,0.95,1.01,1.01,80.35,NA,NA,NA,60.38,59.18,NA,7.17,14.44,-12,-0.13999999999999968,COVID19Death,,2021-08-27_07-48-01,day,82,0,8
CHFL,2020-12-24,91,7037,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,5311,TRUE,1830,5207,FALSE,9510,0,FALSE,9048,0,621,1255,86.14,86.86,TRUE,1,8644780,1.05,1,1,81.4,NA,NA,NA,61.44,60.23,NA,7.18,14.52,1,0.009999999999999787,COVID19Death,,2021-08-27_07-48-01,day,91,0,8
CHFL,2020-12-25,67,7104,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,5378,TRUE,1830,5274,FALSE,9510,0,FALSE,9048,0,594,1232,85.14,85.57,TRUE,1,8644780,0.78,0.98,0.99,82.18,NA,NA,NA,62.21,61.01,NA,6.87,14.25,-27,-0.3099999999999996,COVID19Death,,2021-08-27_07-48-01,day,67,0,8
CHFL,2020-12-26,97,7201,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,5475,TRUE,1830,5371,FALSE,9510,0,FALSE,9048,0,611,1244,84.71,84.86,TRUE,1,8644780,1.12,0.98,0.98,83.3,NA,NA,NA,63.33,62.13,NA,7.07,14.39,17,0.20000000000000018,COVID19Death,,2021-08-27_07-48-01,day,97,0,8
CHFL,2020-12-27,93,7294,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,5568,TRUE,1830,5464,FALSE,9510,0,FALSE,9048,0,603,1251,86.29,82.57,TRUE,1,8644780,1.08,1,0.96,84.37,NA,NA,NA,64.41,63.21,NA,6.98,14.47,-8,-0.08999999999999986,COVID19Death,,2021-08-27_07-48-01,day,93,0,8
CHFL,2020-12-28,83,7377,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,5651,TRUE,1830,5547,FALSE,9510,0,FALSE,9048,0,596,1236,85,79.93,TRUE,1,8644780,0.96,0.98,0.92,85.33,NA,NA,NA,65.37,64.17,NA,6.89,14.3,-7,-0.09000000000000075,COVID19Death,,2021-08-27_07-48-01,day,83,0,8
CHFL,2020-12-29,80,7457,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,5731,TRUE,1830,5627,FALSE,9510,0,FALSE,9048,0,593,1225,86.29,78.57,TRUE,1,8644780,0.93,1,0.91,86.26,NA,NA,NA,66.29,65.09,NA,6.86,14.17,-3,-0.02999999999999936,COVID19Death,,2021-08-27_07-48-01,day,80,0,8
CHFL,2020-12-30,93,7550,FALSE,10450,0,FALSE,10432,0,FALSE,10420,0,TRUE,1726,5824,TRUE,1830,5720,FALSE,9510,0,FALSE,9048,0,604,1224,82.43,77.14,TRUE,1,8644780,1.08,0.95,0.89,87.34,NA,NA,NA,67.37,66.17,NA,6.99,14.16,11,0.1299999999999999,COVID19Death,,2021-08-27_07-48-01,day,93,0,8
